개포자이프레지던스 20·30평대 반전세  |  76건  |  전환율 4.5%,,,,,,,,,,,,,,,,,,,
단지구분,단지,평형대,공급평,공급㎡,전용㎡,동,층,향,보증금 만원,월세 만원,전세환산가 만원,전세환산가 억,전환율,특징,중개사,전화,확인일,매물번호,링크
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,411동,저층/29층,남서향,150000,60,166000,16.6,4.5%,33 정원뷰 귀한 매물,(단지내)개포자이프레지던스공인중개사,02-451-2323,26.08.10,142749142,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142749142&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=6
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,428동,저층/29층,남향,100000,250,166667,16.67,4.5%,34 이쁜조경뷰 풀옵션 커뮤니티인접 중석식 도서관 북카페,한양공인중개사사무소,02-572-1647,26.08.11,142811796,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142811796&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=4
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,410동,중층/20층,남서향,50000,440,167333,16.73,4.5%,"33.대모산파노라마뷰, 대치동학원이용편리, 호텔식중석식",개포탑자이공인중개사사무소,02-459-3040,26.07.15,141764553,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=141764553&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=10
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,411동,17층/29층,남향,50000,440,167333,16.73,4.5%,34 실매물 판상형 남향 막힘없는뷰 최고급커뮤니티 초품아 강력추천,신호단지내공인중개사사무소,02-3463-9995,26.07.31,142414597,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142414597&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=8
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,428동,중층/29층,남동향,50000,440,167333,16.73,4.5%,33 l 선호동 l 전망 및 채광탁월 l 입주협의 l 옵션굿,(개포)써밋공인중개사사무소,02-574-0099,26.08.08,142685208,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142685208&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=1
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,408동,저층/21층,남서향,40000,480,168000,16.8,4.5%,"입주협의,장기거주,융무",개포자이힐즈공인중개사사무소,02-459-0911,26.07.24,142135017,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142135017&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=9
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,421동,중층/30층,남동향,40000,480,168000,16.8,4.5%,"융무,풀옵션,개방감 최상",개포자이힐즈공인중개사사무소,02-459-0911,26.07.24,142134354,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142134354&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=9
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,406동,고층/19층,남서향,100000,260,169333,16.93,4.5%,"33 융무,보증금 조정,풀옵션",개포자이힐즈공인중개사사무소,02-459-0911,26.07.22,142029329,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142029329&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=9
4단지,개포자이프레지던스,30평대,33.5,110.79,84.75,422동,고층/26층,남향,100000,260,169333,16.93,4.5%,33 채광굿 오름공원뷰 개포초등학교 최고급커뮤니티,강남미소자이공인중개사사무소,02-575-5010,26.08.06,142612785,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142612785&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=7
4단지,개포자이프레지던스,30평대,33.5,110.79,84.75,422동,중층/26층,남동향,100000,280,174667,17.47,4.5%,33 풀옵션 채광굿 개포초등학교 최고급커뮤니티,강남미소자이공인중개사사무소,02-575-5010,26.08.06,142614041,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142614041&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=7
4단지,개포자이프레지던스,30평대,33.5,110.79,84.59,429동,저층/26층,남향,130000,200,183333,18.33,4.5%,34 시원하게펼쳐진 대모산뷰 풀옵션 고품격커뮤니티 모든조율가능,개포나무공인중개사사무소,02-575-4577,26.08.10,142773950,https://m.neonet.co.kr/novo-mobile/view/offerings/OfferingsDetail.neo?is_premium=&offerings_cd=142773950&offerings_gbn=AT&offer_gbn=M&region_cd=1168010300&page=1
